image_id,cyclist_score,note,avg_score,severe_ratio,total_distress_px
01002200001307161251551665D_1297862600_483677300_jpg.rf.7a18a6303810305b117b7d06cdd98d7d.jpg,4,,0.23149956534317295,0.006620439196533178,31607.40732159838
01002200001307161252448195D_1297865000_483636900_jpg.rf.4d4b6ec3b130194f616d4acd501b32cf.jpg,4,,0.07282310181928266,0.012137183636547108,9942.780835083666
01002200001307161252567115D_1297865600_483627000_jpg.rf.706363f85bb9f24a501c8a44d5d4e255.jpg,4,,0.03449369602308016,0.005748949337180027,4709.539297029376
01002200001307161651039275D_1298374800_483276900_jpg.rf.5ad49d3fd54bf0367ea443e2bc82cd33.jpg,4,,0.15009439010821737,0.0,20492.887396158643
01002200001307170856371255F_1292701800_484591800_jpg.rf.f33cafa2300a4cda298e72e100be5791.jpg,4,,0.03432820930813964,0.005721368218023273,4686.944844216108
01002200001307170919585025F_1292919500_484832300_jpg.rf.7d324a0417716c120479a2079adc6336.jpg,4,,0.029526378441269794,0.0,6047.002304786817
01002200001307170922018595F_1292826800_484714600_jpg.rf.79011c8950a27242376976d541ede4e0.jpg,4,,0.016077497797047584,0.0,3292.671548843384
01002200001307170922034405F_1292825700_484713400_jpg.rf.8297fecc35462e03c04203c9c293b9cc.jpg,4,,0.03245237685911924,0.0,6646.246780763846
01002200001307170922220425F_1292812300_484699500_jpg.rf.6192d939006abda9967c5fd9dd684922.jpg,4,,0.05890712361127213,0.0,12064.178915617986
01002200001307170923211515F_1292768000_484657300_jpg.rf.9251c84c9fb30809b67779387650e867.jpg,4,,0.013541300661912496,0.0,2773.25837556645
01002200001307170925188415F_1292671200_484544000_jpg.rf.383c5b215d01742ab90ab04f873dcae6.jpg,4,,0.015098187106113489,0.0,2061.405812893061
01002200001307170954073055P_1293715400_482746000_jpg.rf.369951af2490a0ca29820ef8979740cf.jpg,9,Excellent surface,0.0,0.0,1202.7089090375223
01002200001307201421130095F_1294394600_482815900_jpg.rf.4577aa8851ff2440a381db6b3f5ce1ef.jpg,4,,0.25995855394940226,0.0,53239.51184896756
01002200001307201723425265D_1297080100_483324400_jpg.rf.24d906fca71eea9584160fd5365850b7.jpg,4,,0.5222621946645408,0.07263178139085996,38901.39746571238
01002200001307201723508925D_1297082000_483319500_jpg.rf.35c1d95931cde117fa8131ab4e562297.jpg,4,,0.07168679662561324,0.004800468655014006,9787.637299307622
01002200001307201724077825D_1297087000_483306300_jpg.rf.ae57e480efe93e38e00501ecb2a3e01e.jpg,4,,0.04473334688342438,0.007455557813904065,7876.649661027821
01002200001307220938070805B_1293818900_484573900_jpg.rf.f5ee08df674d01530053af3b12875e24.jpg,4,,0.05615629730426849,0.00935938288404475,7667.206458628178
0100220000130722103728572J2_1297751400_483372400_jpg.rf.220b7d83f120b1cba6343d7724c0eeef.jpg,4,,0.04441019605721878,0.007062381024675398,5368.548186029919
0100220000130722112816490J2_1297714000_483398900_jpg.rf.c2929c3ae47ba1ba88c353ba708f2732.jpg,4,,0.07398988231357291,0.012331647052262152,10102.085265237818
0100220000130722113707160J2_1297933800_483399600_jpg.rf.63f00ed7290adb0892844c7b160fa779.jpg,4,,0.2520796257055402,0.03601137510079146,14750.259241320193
0100220000130722113711577J2_1297936300_483400000_jpg.rf.69dfe08dee069843eddd737ae5862bd9.jpg,4,,0.12483242611410779,0.0,17043.787245487794
0100220000130722113803377J2_1297969400_483409400_jpg.rf.a08633350897ea05dc9947ee36eaed6d.jpg,4,,0.6267878738637159,0.08954112483767371,36676.04473360069
0100220000130722113844425J2_1297990400_483424500_jpg.rf.fb5efdf7ff8c42a6eeef897a0df35b41.jpg,4,Fair comfort,1.1223300372137097,0.16033286245910142,65672.34046340827
0100220000130722113845749J2_1297991100_483425000_jpg.rf.1347f77e4a22295614d9884e9678fbb8.jpg,4,,0.6017813639407539,0.08596876627725054,35212.806667247794
0100220000130722114318447J2_1298151900_483502200_jpg.rf.c0d5ddd2d1740420d712db3002852904.jpg,4,,0.012877765165435841,0.0,1758.2442039251328
