image_id,paser_score,Alligator crack_count,Alligator crack_total_area,Longitudinal crack_count,Longitudinal crack_total_area,Longitudinal patch_count,Longitudinal patch_total_area,Pothole_count,Pothole_total_area,Transverse crack_count,Transverse crack_total_area,Transverse patch_count,Transverse patch_total_area,Manhole cover_count,Manhole cover_total_area
01002200001307161251551665D_1297862600_483677300_jpg.rf.7a18a6303810305b117b7d06cdd98d7d.jpg,2,0,0.0,1,0.06392564338814737,0,0.0,0,0.0,1,0.013240878393098683,0,0.0,0,0.0
01002200001307161252448195D_1297865000_483636900_jpg.rf.4d4b6ec3b130194f616d4acd501b32cf.jpg,3,0,0.0,0,0.0,0,0.0,0,0.0,1,0.02427436727315348,0,0.0,0,0.0
01002200001307161252567115D_1297865600_483627000_jpg.rf.706363f85bb9f24a501c8a44d5d4e255.jpg,5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.011497898674388125,0,0.0,0,0.0
01002200001307161651039275D_1298374800_483276900_jpg.rf.5ad49d3fd54bf0367ea443e2bc82cd33.jpg,1,0,0.0,1,0.050031463369527934,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
01002200001307170856371255F_1292701800_484591800_jpg.rf.f33cafa2300a4cda298e72e100be5791.jpg,5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.011442736436074484,0,0.0,0,0.0
01002200001307170919585025F_1292919500_484832300_jpg.rf.7d324a0417716c120479a2079adc6336.jpg,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.014763189220670941,0,0.0
01002200001307170922018595F_1292826800_484714600_jpg.rf.79011c8950a27242376976d541ede4e0.jpg,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.008038748898543417,0,0.0
01002200001307170922034405F_1292825700_484713400_jpg.rf.8297fecc35462e03c04203c9c293b9cc.jpg,5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.016226188429599234,0,0.0
01002200001307170922220425F_1292812300_484699500_jpg.rf.6192d939006abda9967c5fd9dd684922.jpg,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.029453561805707972,0,0.0
01002200001307170923211515F_1292768000_484657300_jpg.rf.9251c84c9fb30809b67779387650e867.jpg,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.006770650330972778,0,0.0
01002200001307170925188415F_1292671200_484544000_jpg.rf.383c5b215d01742ab90ab04f873dcae6.jpg,6,0,0.0,1,0.005032729035383449,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
01002200001307170954073055P_1293715400_482746000_jpg.rf.369951af2490a0ca29820ef8979740cf.jpg,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.0029363010474548886
01002200001307201421130095F_1294394600_482815900_jpg.rf.4577aa8851ff2440a381db6b3f5ce1ef.jpg,3,0,0.0,0,0.0,2,0.016967866380687154,0,0.0,0,0.0,1,0.1130114105943313,0,0.0
01002200001307201723425265D_1297080100_483324400_jpg.rf.24d906fca71eea9584160fd5365850b7.jpg,4,1,0.05057073080052987,1,0.00612412844659046,0,0.0,3,0.008764195089645453,1,0.026593711001723933,0,0.0,1,0.0029213495680346572
01002200001307201723508925D_1297082000_483319500_jpg.rf.35c1d95931cde117fa8131ab4e562297.jpg,5,0,0.0,1,0.0142946615652113,0,0.0,0,0.0,1,0.009600937310051452,0,0.0,0,0.0
01002200001307201724077825D_1297087000_483306300_jpg.rf.ae57e480efe93e38e00501ecb2a3e01e.jpg,7,0,0.0,0,0.0,0,0.0,0,0.0,2,0.014911115627844532,0,0.0,1,0.0043189860836491695
01002200001307220938070805B_1293818900_484573900_jpg.rf.f5ee08df674d01530053af3b12875e24.jpg,4,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0187187657681352,0,0.0,0,0.0
0100220000130722103728572J2_1297751400_483372400_jpg.rf.220b7d83f120b1cba6343d7724c0eeef.jpg,7,0,0.0,0,0.0,0,0.0,1,0.0010179549545856759,2,0.01208885214021393,0,0.0,0,0.0
0100220000130722112816490J2_1297714000_483398900_jpg.rf.c2929c3ae47ba1ba88c353ba708f2732.jpg,5,0,0.0,0,0.0,0,0.0,0,0.0,2,0.024663294104584517,0,0.0,0,0.0
0100220000130722113707160J2_1297933800_483399600_jpg.rf.63f00ed7290adb0892844c7b160fa779.jpg,1,1,0.03601137510087938,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0100220000130722113711577J2_1297936300_483400000_jpg.rf.69dfe08dee069843eddd737ae5862bd9.jpg,2,0,0.0,1,0.041610808704804186,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0100220000130722113803377J2_1297969400_483409400_jpg.rf.a08633350897ea05dc9947ee36eaed6d.jpg,1,1,0.08954112483789231,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0100220000130722113844425J2_1297990400_483424500_jpg.rf.fb5efdf7ff8c42a6eeef897a0df35b41.jpg,1,2,0.16033286245949285,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0100220000130722113845749J2_1297991100_483425000_jpg.rf.1347f77e4a22295614d9884e9678fbb8.jpg,1,1,0.08596876627746043,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0100220000130722114318447J2_1298151900_483502200_jpg.rf.c0d5ddd2d1740420d712db3002852904.jpg,7,0,0.0,1,0.004292588388489093,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0100220000130722121713905J2_1298316000_483364900_jpg.rf.79e22d02b099dffe40f614a48ed8c1a9.jpg,7,0,0.0,1,0.004083038914359358,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0100220000130722121824786J2_1298267800_483412500_jpg.rf.62011f8eb96ba740578ba9cb693c6af0.jpg,3,0,0.0,0,0.0,0,0.0,0,0.0,2,0.056528795617394934,0,0.0,0,0.0
0100220000130722122124615J2_1298162800_483511000_jpg.rf.4b89d616900683f796ce6e3852220898.jpg,1,2,0.07033964215448578,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0100220000130722122157876J2_1298138900_483511100_jpg.rf.0d391e317fefd2fa673ce774b83711e7.jpg,1,1,0.0758658609070153,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0100220000130722122206317J2_1298132700_483510300_jpg.rf.5deebca1f5b7978df2575df94a8bd02c.jpg,1,1,0.10171889003993438,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0100220000130722122447133J2_1298035000_483474000_jpg.rf.4a0cdefb11e5df83d6e76e7aec5b9e9a.jpg,1,1,0.05379879448139036,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0100220000130722122456251J2_1298029700_483469400_jpg.rf.a4339ec35a9485dac84102d7b13648e3.jpg,1,2,0.0782100604733057,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0100220000130722122557572J2_1297989400_483434900_jpg.rf.eb4ebe6c71d4991344e8d0b6ea32fbca.jpg,1,1,0.03746293125837155,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
01002200001307231137078205B_1294371500_484339300_jpg.rf.3a4dc987eb1a48baab61b0a6e9811357.jpg,6,0,0.0,0,0.0,0,0.0,0,0.0,1,0.011222509997992347,0,0.0,1,0.0004602808722120244
0100220000130723120157118J3_1293832600_482811800_jpg.rf.ab0c9d459ea4860dc2051750de3104f7.jpg,6,0,0.0,0,0.0,2,0.025040281010544736,1,9.95603103183379e-05,0,0.0,0,0.0,0,0.0
0100220000130723120203805J3_1293836900_482811800_jpg.rf.a78493ba8104a1c1a92209f063eba78e.jpg,3,0,0.0,0,0.0,1,0.07303345206418728,0,0.0,1,0.0019190244288256508,0,0.0,0,0.0
0100220000130723123444588J1_1297227300_482861500_jpg.rf.5b44c2eadb273d212db6d0d8c3e60e94.jpg,1,0,0.0,0,0.0,0,0.0,0,0.0,1,0.09520158326347883,0,0.0,0,0.0
0100220000130724084347226J2_1298231600_483051000_jpg.rf.198851610c1c64b77cad4be840c4f956.jpg,1,1,0.22933277544336536,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
