image_id,class_id,confidence,x1,y1,x2,y2
01002200001307161251551665D_1297862600_483677300_jpg.rf.7a18a6303810305b117b7d06cdd98d7d.jpg,4,0.7686901092529297,166.7508087158203,422.4044494628906,437.520751953125,442.4342346191406
01002200001307161251551665D_1297862600_483677300_jpg.rf.7a18a6303810305b117b7d06cdd98d7d.jpg,1,0.3441736102104187,380.4858703613281,355.45635986328125,540.2178955078125,519.3805541992188
01002200001307161252448195D_1297865000_483636900_jpg.rf.4d4b6ec3b130194f616d4acd501b32cf.jpg,4,0.5339293479919434,215.4232635498047,402.29364013671875,566.4949340820312,430.6148681640625
01002200001307161252567115D_1297865600_483627000_jpg.rf.706363f85bb9f24a501c8a44d5d4e255.jpg,4,0.6951026916503906,237.63955688476562,400.9759826660156,503.8380432128906,418.6678161621094
01002200001307161651039275D_1298374800_483276900_jpg.rf.5ad49d3fd54bf0367ea443e2bc82cd33.jpg,1,0.7547369599342346,388.0683288574219,388.77655029296875,533.04541015625,530.129150390625
01002200001307170856371255F_1292701800_484591800_jpg.rf.f33cafa2300a4cda298e72e100be5791.jpg,4,0.3688053488731384,140.78970336914062,355.5581970214844,486.1004943847656,369.1313171386719
01002200001307170919585025F_1292919500_484832300_jpg.rf.7d324a0417716c120479a2079adc6336.jpg,5,0.7085815668106079,110.99501037597656,380.8149108886719,430.85504150390625,399.7200622558594
01002200001307170922018595F_1292826800_484714600_jpg.rf.79011c8950a27242376976d541ede4e0.jpg,5,0.8465760946273804,82.43174743652344,434.5195007324219,226.95518493652344,457.3024597167969
01002200001307170922034405F_1292825700_484713400_jpg.rf.8297fecc35462e03c04203c9c293b9cc.jpg,5,0.8266834616661072,37.842201232910156,394.09185791015625,291.0790710449219,420.3370361328125
01002200001307170922220425F_1292812300_484699500_jpg.rf.6192d939006abda9967c5fd9dd684922.jpg,5,0.8705003261566162,9.278823852539062,427.3491516113281,248.13621520996094,477.8570251464844
01002200001307170923211515F_1292768000_484657300_jpg.rf.9251c84c9fb30809b67779387650e867.jpg,5,0.6778901815414429,0.39966583251953125,487.32244873046875,56.374427795410156,536.8672485351562
01002200001307170925188415F_1292671200_484544000_jpg.rf.383c5b215d01742ab90ab04f873dcae6.jpg,1,0.3948356509208679,278.0204162597656,387.63604736328125,307.4280700683594,457.733642578125
01002200001307170954073055P_1293715400_482746000_jpg.rf.369951af2490a0ca29820ef8979740cf.jpg,6,0.8851000070571899,283.41845703125,412.3951110839844,318.74945068359375,423.0431823730469
01002200001307170954073055P_1293715400_482746000_jpg.rf.369951af2490a0ca29820ef8979740cf.jpg,6,0.47215157747268677,118.3676528930664,397.67938232421875,145.72621154785156,404.97613525390625
01002200001307170954073055P_1293715400_482746000_jpg.rf.369951af2490a0ca29820ef8979740cf.jpg,6,0.4269542992115021,614.6666259765625,472.385986328125,639.7471923828125,497.38037109375
01002200001307201421130095F_1294394600_482815900_jpg.rf.4577aa8851ff2440a381db6b3f5ce1ef.jpg,2,0.8106942176818848,96.25567626953125,434.1175231933594,181.30892944335938,510.4590148925781
01002200001307201421130095F_1294394600_482815900_jpg.rf.4577aa8851ff2440a381db6b3f5ce1ef.jpg,5,0.6835910677909851,35.392669677734375,389.9244384765625,640.0,466.48565673828125
01002200001307201421130095F_1294394600_482815900_jpg.rf.4577aa8851ff2440a381db6b3f5ce1ef.jpg,2,0.544003963470459,389.5817565917969,332.4867248535156,414.5239562988281,350.8069152832031
01002200001307201723425265D_1297080100_483324400_jpg.rf.24d906fca71eea9584160fd5365850b7.jpg,6,0.8934385776519775,45.65242004394531,418.8168029785156,98.68621826171875,441.3794860839844
01002200001307201723425265D_1297080100_483324400_jpg.rf.24d906fca71eea9584160fd5365850b7.jpg,3,0.7740155458450317,16.55817413330078,489.152587890625,91.47962951660156,523.1917724609375
01002200001307201723425265D_1297080100_483324400_jpg.rf.24d906fca71eea9584160fd5365850b7.jpg,3,0.754416286945343,154.1253662109375,461.7782287597656,194.49163818359375,478.0862121582031
01002200001307201723425265D_1297080100_483324400_jpg.rf.24d906fca71eea9584160fd5365850b7.jpg,1,0.6991575956344604,244.91143798828125,399.9215087890625,267.09271240234375,513.0098266601562
01002200001307201723425265D_1297080100_483324400_jpg.rf.24d906fca71eea9584160fd5365850b7.jpg,3,0.634354829788208,217.1460418701172,424.27734375,249.4073944091797,436.0950927734375
01002200001307201723425265D_1297080100_483324400_jpg.rf.24d906fca71eea9584160fd5365850b7.jpg,4,0.6244180202484131,238.2969970703125,472.2315368652344,517.9076538085938,511.1885070800781
01002200001307201723425265D_1297080100_483324400_jpg.rf.24d906fca71eea9584160fd5365850b7.jpg,0,0.5746638774871826,25.271652221679688,388.41693115234375,260.47711181640625,476.483642578125
01002200001307201723508925D_1297082000_483319500_jpg.rf.35c1d95931cde117fa8131ab4e562297.jpg,4,0.5732587575912476,132.1562957763672,385.6222229003906,403.42559814453125,400.1190490722656
